system,user,assistant
"You are a Fake Job Detection AI trained on Indian job postings from platforms like LinkedIn, Naukri, Internshala, Indeed, and direct applications.",Final Hours: 60% OFF Full Stack Job Guarantee Bootcamp! Use coupon CODE: FAANG40 before 11:59 PM tonight. Guaranteed interview calls at top product companies. Secure your seat at indigo-airport-jobs.org/apply-form before price increases.,Classification: Fake. Red Flags: Commercial course marketing spam; Unrealistic job placement claims; High pressure sales urgency.
"You are a Fake Job Detection AI trained on Indian job postings from platforms like LinkedIn, Naukri, Internshala, Indeed, and direct applications.",Job Posting: Need tutor for primary school. Part-time. Salary competitive. Apply via internal careers site.,"Classification: Real. Red Flags: None. Straightforward requirement, clear role definition, and legitimate application path."
"You are a Fake Job Detection AI trained on Indian job postings from platforms like LinkedIn, Naukri, Internshala, Indeed, and direct applications.",Associate Software Engineer at Adobe. Requires B.Tech with 70%. Applications processed through company portal. Compensation as per company policy.,Classification: Real. Red Flags: None. Uses official company procedures.
"You are a Fake Job Detection AI trained on Indian job postings from platforms like LinkedIn, Naukri, Internshala, Indeed, and direct applications.",Job Posting: Urgent Vacancy for Graphic Designers at Infosys. Reach out to hr.infosys123@yahoo.com to discuss salary and joining date. Limited spots.,Classification: Fake. Red Flags: Unknown or suspicious organization communication (non-corporate email address); Urgent hiring pressure.
"You are a Fake Job Detection AI trained on Indian job postings from platforms like LinkedIn, Naukri, Internshala, Indeed, and direct applications.","Job Posting: Hiring DevOps Engineer, 12 LPA. Send resume to the company recruitment portal. Technical interviews will be scheduled after CV review.",Classification: Real. Red Flags: None.
"You are a Fake Job Detection AI trained on Indian job postings from platforms like LinkedIn, Naukri, Internshala, Indeed, and direct applications.","Job Posting: Urgently hiring Business Development Executive (B2B) for SimpliLogix Solutions in Kolkata. Role covers Outbound prospecting, CRM management, discovery calls, client pitches. CTC: 3.5-5.5 LPA + incentives. Please send your updated resume to careers@simplilogix.com.","Classification: Real. Red Flags: None. The criteria for candidates are logical, and the stipend is realistic for an internship."
"You are a Fake Job Detection AI trained on Indian job postings from platforms like LinkedIn, Naukri, Internshala, Indeed, and direct applications.",Job Posting: Need Data Entry Typist immediately. Earn 80k monthly working just 2 hours a day from mobile. Instant offer letter upon registration on amazon-jobs-india.xyz/apply.,"Classification: Fake. Red Flags: Unrealistically high salary; No interview required / guaranteed job offer; Suspicious, non-official registration link."
"You are a Fake Job Detection AI trained on Indian job postings from platforms like LinkedIn, Naukri, Internshala, Indeed, and direct applications.","Job Posting: NexGen Mobility Solutions is hiring a Software Development Intern for 3-6 months in Kolkata. Stipend: INR 15,000 - 25,000 /month. Looking for candidates proficient in Python / Node.js or React basics, Git workflow. Apply at https://nexgenmobility.in/careers.","Classification: Real. Red Flags: None. The posting is standard, specifies the location, role, and salary, and guides users to an official application route."
"You are a Fake Job Detection AI trained on Indian job postings from platforms like LinkedIn, Naukri, Internshala, Indeed, and direct applications.","Intern required for content management. Flexible hours, full training provided. Link: formalportal.com/careers.",Classification: Real. Red Flags: None. Legitimate portal usage.
"You are a Fake Job Detection AI trained on Indian job postings from platforms like LinkedIn, Naukri, Internshala, Indeed, and direct applications.",Job Posting: Part-time online job for students and housewives. Earn 5000 daily payout by just rating 5-star reviews for hotels on Google Maps. No experience needed. Join Telegram channel t.me/OnlineTask_DailyPayout to start now.,Classification: Fake. Red Flags: Unrealistically high daily wage; Suspicious hiring channel (Telegram); Unrealistically high promise for low skill requirement.
"You are a Fake Job Detection AI trained on Indian job postings from platforms like LinkedIn, Naukri, Internshala, Indeed, and direct applications.",Job Posting: Urgent hire. Earn 50k per day. Just transfer your bio-data to our recruitment officer on personal Gmail address immediately.,Classification: Fake. Red Flags: Unrealistically high salary; Vague/undisclosed hiring process; Unknown/suspicious email domain.
"You are a Fake Job Detection AI trained on Indian job postings from platforms like LinkedIn, Naukri, Internshala, Indeed, and direct applications.","Job Posting: Urgently hiring Business Development Executive (B2B) for NovaFin Services India in Gurugram. Role covers Outbound prospecting, CRM management, discovery calls, client pitches. CTC: 3.5-5.5 LPA + incentives. Please send your updated resume to careers@novafin.in.",Classification: Real. Red Flags: None. Uses official career portal.
"You are a Fake Job Detection AI trained on Indian job postings from platforms like LinkedIn, Naukri, Internshala, Indeed, and direct applications.","Join our network as an Independent Advisor. No salary, only commission, but you must pay for mandatory training worth 2,000 Rs.","Classification: Fake. Red Flags: Asks for registration fee, security deposit, or any payment; predatory model targeting candidates."
"You are a Fake Job Detection AI trained on Indian job postings from platforms like LinkedIn, Naukri, Internshala, Indeed, and direct applications.",Job Posting: Work from home job. Just fill forms. You will get paid daily. Please send money for our specialized typing software setup.,"Classification: Fake. Red Flags: Asks for money/software setup fees; Vague, suspicious nature of the work."
"You are a Fake Job Detection AI trained on Indian job postings from platforms like LinkedIn, Naukri, Internshala, Indeed, and direct applications.",Job Posting: Need Email Processing Assistant immediately. Earn 15 LPA working just 2 hours a day from mobile. Instant offer letter upon registration on wa.me/918765432109?text=StartWork.,"Classification: Fake. Red Flags: Unrealistically high salary; No interview required / guaranteed job offer; Suspicious, non-official registration link."
"You are a Fake Job Detection AI trained on Indian job postings from platforms like LinkedIn, Naukri, Internshala, Indeed, and direct applications.",Final Hours: 60% OFF Full Stack Job Guarantee Bootcamp! Use coupon CODE: DISCOUNT60 before 11:59 PM tonight. Guaranteed interview calls at top product companies. Secure your seat at https://link.internshala.com/v1/emailclick?q=eOFsDgg3oMLFoSxC3h before price increases.,Classification: Fake. Red Flags: Commercial course marketing spam; Unrealistic job placement claims; High pressure sales urgency.
"You are a Fake Job Detection AI trained on Indian job postings from platforms like LinkedIn, Naukri, Internshala, Indeed, and direct applications.","Job Posting: Part-time online job for students and housewives. Earn 2,500 - 5,000 daily by just completing simple crypto affiliate click tasks. No experience needed. Join Telegram channel reliance-jio-hiring.in/apply to start now.",Classification: Fake. Red Flags: Unrealistically high daily wage; Suspicious hiring channel (Telegram); Unrealistically high promise for low skill requirement.
"You are a Fake Job Detection AI trained on Indian job postings from platforms like LinkedIn, Naukri, Internshala, Indeed, and direct applications.","Job Posting: Career opportunity at Myntra. Role: Assistant Manager, Location: Mysore. Package: 7.5 LPA. Email CV to zepto-hiring-desk@yahoo.com. Pay ₹800 for online test link.","Classification: Fake. Red Flags: Unknown organization email; Asks for registration fee, security deposit, or any payment; Brand impersonation."
"You are a Fake Job Detection AI trained on Indian job postings from platforms like LinkedIn, Naukri, Internshala, Indeed, and direct applications.","Job Posting: Walk-in drive for Full Stack Engineer (MERN) at NovaFin Services India. Location: Building 3, Mindspace IT Park, Sector 63, Mysore. Experience: 1-4 yrs. Salary: 5-10 LPA. Date: Saturday 10 AM to 4 PM. Bring 2 copies of resume and ID proof.","Classification: Real. Red Flags: None. The criteria for candidates are logical, and the stipend is realistic for an internship."
"You are a Fake Job Detection AI trained on Indian job postings from platforms like LinkedIn, Naukri, Internshala, Indeed, and direct applications.","Job Posting: Urgent vacancies for Airport Ground Staff & Cargo Loader at Jaipur Airport. Salary 38,000 + food + accommodation. Pay ₹3500 for airport security pass.","Classification: Fake. Red Flags: Asks for registration fee, security deposit, or any payment; No formal aviation recruitment channel; Urgent hiring pressure."
"You are a Fake Job Detection AI trained on Indian job postings from platforms like LinkedIn, Naukri, Internshala, Indeed, and direct applications.","Job Posting: PulseRetail India Ltd is hiring a Backend Engineer (Python/FastAPI) in Trivandrum. Required skills: Celery, Python 3.11. Experience: 2-5 yrs. CTC: 8-15 LPA. Apply directly on our portal: https://pulseretail.in/work-with-us.",Classification: Real. Red Flags: None. Uses official career portal.
"You are a Fake Job Detection AI trained on Indian job postings from platforms like LinkedIn, Naukri, Internshala, Indeed, and direct applications.","Job Posting: Mega Walk-in interview at HyperScale Technologies office (Building 11, Mindspace IT Park, Sector 50, Delhi NCR) for Java Spring Boot Developer. Exp: 2-5 yrs. Offered CTC: 7-13 LPA. Candidates must bring updated CV. No registration charges.","Classification: Real. Red Flags: None. The post is professional, specifies stipend/salary range, and uses legitimate procedures."
"You are a Fake Job Detection AI trained on Indian job postings from platforms like LinkedIn, Naukri, Internshala, Indeed, and direct applications.",[Update] Congratulations! Your application for Campus Ambassador Lead has been approved. Lead promotional drives in your college to unlock goodies and completion certificate. Click here to confirm: t.me/AmazonReviewJobs.,Classification: Fake. Red Flags: Unsolicited role assignment; Unpaid promotional labor disguised as prestigious campus leadership.
"You are a Fake Job Detection AI trained on Indian job postings from platforms like LinkedIn, Naukri, Internshala, Indeed, and direct applications.","Selected for 8-Weeks Data Science Internship at ProSkills Tech Solutions! There is NO training fee. However, candidates must pay a nominal access & verification fee of ₹399 for LMS server access and digital certificate issuance. Pay via UPI to activate your dashboard at amazon-jobs-india.xyz/apply.",Classification: Fake. Red Flags: Asks for platform access fee; Hidden onboarding charges; Suspicious registration link.
"You are a Fake Job Detection AI trained on Indian job postings from platforms like LinkedIn, Naukri, Internshala, Indeed, and direct applications.","Dear Candidate, Greetings from ProSkills Tech Solutions Private Limited. You are receiving this email because you showed interest in internship opportunities. We would like to inform you about our 8-Weeks Internship Program. About ProSkills Tech Solutions: registered organization under MCA, recognized under MSME, aligned with AICTE academic internship guidelines. Program Details: Duration: 8-Weeks. Internship Fee: No internship fee. Access Fee: ₹299 only (for Digital ID Card & platform access). Please note: The ₹299 amount is not an internship fee. It is charged only for Digital ID Card issuance, project access, LMS portal and certificate issuance. Application Link: hdfc-careers-desk.online/login. If you are not comfortable with the ID card access fee, you may choose not to proceed.",Classification: Fake. Red Flags: Micro-fee access charge / Digital ID card fee trap; Deceptive 'No internship fee' disclaimer; False regulatory accreditation claims (MCA/MSME/AICTE).
"You are a Fake Job Detection AI trained on Indian job postings from platforms like LinkedIn, Naukri, Internshala, Indeed, and direct applications.","Job Posting: Walk-in drive for Full Stack Engineer (MERN) at RazorEdge Labs India. Location: Building 3, Mindspace IT Park, Sector 40, Trivandrum. Experience: 1-4 yrs. Salary: 5-10 LPA. Date: Saturday 10 AM to 4 PM. Bring 2 copies of resume and ID proof.",Classification: Real. Red Flags: None. The posting outlines a standard recruitment process.
"You are a Fake Job Detection AI trained on Indian job postings from platforms like LinkedIn, Naukri, Internshala, Indeed, and direct applications.","Job Posting: Frontend Developer required for NexGen Mobility Solutions located in Bangalore. Must have hands-on experience in Tailwind CSS, React.js, Next.js, TypeScript. Selection includes technical round + HR discussion. Apply via https://nexgenmobility.in/careers.","Classification: Real. Red Flags: None. The criteria for candidates are logical, and the stipend is realistic for an internship."
"You are a Fake Job Detection AI trained on Indian job postings from platforms like LinkedIn, Naukri, Internshala, Indeed, and direct applications.",Typing operator at a high speed. No interview. Instant selection. Send money to hold position.,Classification: Fake. Red Flags: Asks for registration fee; No interview required.
"You are a Fake Job Detection AI trained on Indian job postings from platforms like LinkedIn, Naukri, Internshala, Indeed, and direct applications.","Job Posting: We are hiring Remote Executives for Infosys. Salary 70,000/month. Transfer 1500 INR as mandatory registration & onboarding processing charge to get official appointment letter immediately.","Classification: Fake. Red Flags: Asks for registration fee, security deposit, or any payment; Suspicious, non-official registration link."
"You are a Fake Job Detection AI trained on Indian job postings from platforms like LinkedIn, Naukri, Internshala, Indeed, and direct applications.","Management Trainee needed. 24/7 working hours required. Unpaid, for experience only.",Classification: Fake. Red Flags: Unpaid role disguised as opportunity; Exploitative conditions.
"You are a Fake Job Detection AI trained on Indian job postings from platforms like LinkedIn, Naukri, Internshala, Indeed, and direct applications.","Job Posting: Direct recruitment under Digital India project for Gramin Data Operator in Bhopal. Salary 32,000/month. Pay ₹750 for online application form at bit.ly/tcs-direct-offer.","Classification: Fake. Red Flags: Asks for registration fee, security deposit, or any payment; Suspicious, non-official registration link; False government affiliation."
"You are a Fake Job Detection AI trained on Indian job postings from platforms like LinkedIn, Naukri, Internshala, Indeed, and direct applications.","Job Posting: Urgent vacancies for Airport Ground Staff & Cargo Loader at Kochi Airport. Salary 38,000 + food + accommodation. Pay ₹2500 for airport security pass.","Classification: Fake. Red Flags: Asks for registration fee, security deposit, or any payment; No formal aviation recruitment channel; Urgent hiring pressure."
"You are a Fake Job Detection AI trained on Indian job postings from platforms like LinkedIn, Naukri, Internshala, Indeed, and direct applications.","Job Posting: Immediate job guaranteed for 12th pass students. Work 2 hours daily, get 1 lakh monthly salary. Send resume to our telegram ID for selection.",Classification: Fake. Red Flags: Unrealistically high salary; Guaranteed job; Vague hiring process via Telegram.
"You are a Fake Job Detection AI trained on Indian job postings from platforms like LinkedIn, Naukri, Internshala, Indeed, and direct applications.","Subject: Update: You've a new update on Full Stack Development classroom program. Hello Candidate, Give your Full Stack skills the hands-on experience they need. With classroom training program, get placement application support & 3-year access to the career portal. Earn certificates from top corporate partners. Course fee: Starting from ₹75,000. Merit-based scholarship available for eligible students. Ready to kick-start your journey? Talk to a counsellor at bit.ly/google-remote-2024.",Classification: Fake. Red Flags: Expensive paid course upselling disguised as career notification; Deceptive marketing funnel; Aggressive tele-counsellor lead capture.
"You are a Fake Job Detection AI trained on Indian job postings from platforms like LinkedIn, Naukri, Internshala, Indeed, and direct applications.",Job Posting: Guaranteed placement as Digital Marketing Specialist at MNC. Package 40k/month. Must purchase mandatory ISO certified training module for ₹5000 to get final offer.,"Classification: Fake. Red Flags: Asks for registration fee, security deposit, or any payment; Guaranteed job offer conditional on paid purchase."
"You are a Fake Job Detection AI trained on Indian job postings from platforms like LinkedIn, Naukri, Internshala, Indeed, and direct applications.","Job Posting: HyperScale Technologies is looking for a Performance Marketing Specialist in Gurgaon. Responsibilities: Google Ads, Meta Ads Manager, ROAS optimization, funnel analytics, Google Tag Manager. Exp: 2-4 yrs. Salary: 6-12 LPA. Apply via our careers page at https://jobs.lever.co/hyperscale-tech.",Classification: Real. Red Flags: None. Uses official career portal.
"You are a Fake Job Detection AI trained on Indian job postings from platforms like LinkedIn, Naukri, Internshala, Indeed, and direct applications.","Job Posting: Full-time Data Engineer opening at HyperScale Technologies (Bengaluru / Hybrid). Exp: 3-6 yrs. Tech: Snowflake, dbt. Salary: 12-22 LPA. Apply via our official careers board: https://jobs.lever.co/hyperscale-tech.","Classification: Real. Red Flags: None. The post is professional, specifies stipend/salary range, and uses legitimate procedures."
"You are a Fake Job Detection AI trained on Indian job postings from platforms like LinkedIn, Naukri, Internshala, Indeed, and direct applications.",Job Posting: Business Development Executive (B2B) opening at PulseRetail India Ltd (Jaipur). Candidate must have 0-2 yrs experience. Offered salary: 3.5-5.5 LPA + incentives. Register your application at https://pulseretail.in/work-with-us.,Classification: Real. Red Flags: None. Reputable company and standard professional application process.
"You are a Fake Job Detection AI trained on Indian job postings from platforms like LinkedIn, Naukri, Internshala, Indeed, and direct applications.",Job Posting: Work from home daily payout! Earn 1500 per 30 minutes from your smartphone. Task: liking YouTube videos and subscribing. Instant UPI payout after each task. Contact @manager on Telegram.,"Classification: Fake. Red Flags: Unrealistically high daily wage; Suspicious hiring channel (Telegram); Vague, suspicious organization details."
"You are a Fake Job Detection AI trained on Indian job postings from platforms like LinkedIn, Naukri, Internshala, Indeed, and direct applications.",Job Posting: HR Generalist & Talent Acquisition opening at NexGen Mobility Solutions (Hyderabad). Candidate must have 1-4 yrs experience. Offered salary: 4-7.5 LPA. Register your application at https://nexgenmobility.in/careers.,Classification: Real. Red Flags: None. Reputable company and standard professional application process.
"You are a Fake Job Detection AI trained on Indian job postings from platforms like LinkedIn, Naukri, Internshala, Indeed, and direct applications.","Job Posting: Direct recruitment under Digital India project for Gramin Data Operator in Hyderabad. Salary 32,000/month. Pay ₹1500 for online application form at https://link.internshala.com/v1/emailclick?q=eOFsDgg3oMLFoSxC3h.","Classification: Fake. Red Flags: Asks for registration fee, security deposit, or any payment; Suspicious, non-official registration link; False government affiliation."
"You are a Fake Job Detection AI trained on Indian job postings from platforms like LinkedIn, Naukri, Internshala, Indeed, and direct applications.","Job Posting: Work from home Back Office Executive. Salary 45,000/month. Pay ₹999 for company background verification processing fee to confirm your joining. Contact HR on WhatsApp.","Classification: Fake. Red Flags: Asks for registration fee, security deposit, or any payment; High pressure to initiate via private communication channel."
"You are a Fake Job Detection AI trained on Indian job postings from platforms like LinkedIn, Naukri, Internshala, Indeed, and direct applications.","Job Posting: Urgent vacancies for Airport Ground Staff & Cargo Loader at Lucknow Airport. Salary 38,000 + food + accommodation. Pay ₹7500 for airport security pass.","Classification: Fake. Red Flags: Asks for registration fee, security deposit, or any payment; No formal aviation recruitment channel; Urgent hiring pressure."
"You are a Fake Job Detection AI trained on Indian job postings from platforms like LinkedIn, Naukri, Internshala, Indeed, and direct applications.","Notification: Application Update on Data Engineering Master Program. Guaranteed placement support with 15 LPA CTC. Course enrollment fee: ₹1,20,000. Click to talk to our career counsellor and claim scholarship: wa.me/919876543210?text=ApplyJob.",Classification: Fake. Red Flags: Expensive commercial course disguised as job application update; Exaggerated salary promises.
"You are a Fake Job Detection AI trained on Indian job postings from platforms like LinkedIn, Naukri, Internshala, Indeed, and direct applications.","Job Posting: Work from home job. Package 3 LPA. No interview, start instantly after sending Rs 999 document verification fee.","Classification: Fake. Red Flags: Asks for registration fee, security deposit, or any payment; No interview required / guaranteed job offer."
"You are a Fake Job Detection AI trained on Indian job postings from platforms like LinkedIn, Naukri, Internshala, Indeed, and direct applications.","Job Posting: HR & Recruitment Intern at QuantumByte Solutions (Delhi NCR / Remote). Requirements: Screening resumes on Naukri/LinkedIn, coordinating interview slots. Duration: 3 months. Stipend: INR 10,000 - 14,000 /month. Apply on Internshala or via https://careers.quantumbyte.co.",Classification: Real. Red Flags: None. Formal application process described.
"You are a Fake Job Detection AI trained on Indian job postings from platforms like LinkedIn, Naukri, Internshala, Indeed, and direct applications.","Job Posting: Join NovaFin Services India as a HR Generalist & Talent Acquisition (Kochi). Key responsibilities include Full lifecycle recruitment, campus hiring, HRMS, onboarding, payroll compliance. Package: 4-7.5 LPA. Official application link: https://novafin.in/careers.",Classification: Real. Red Flags: None. Transparent job terms on recognized platform.
"You are a Fake Job Detection AI trained on Indian job postings from platforms like LinkedIn, Naukri, Internshala, Indeed, and direct applications.","Subject: Update: You've a new update on Full Stack Development classroom program. Hello Candidate, Give your Full Stack skills the hands-on experience they need. With classroom training program, get placement application support & 3-year access to the career portal. Earn certificates from top corporate partners. Course fee: Starting from ₹91,000 + taxes. Merit-based scholarship available for eligible students. Ready to kick-start your journey? Talk to a counsellor at reliance-jio-hiring.in/apply.",Classification: Fake. Red Flags: Expensive paid course upselling disguised as career notification; Deceptive marketing funnel; Aggressive tele-counsellor lead capture.
"You are a Fake Job Detection AI trained on Indian job postings from platforms like LinkedIn, Naukri, Internshala, Indeed, and direct applications.","Notification: Application Update on Data Engineering Master Program. Guaranteed placement support with 15 LPA CTC. Course enrollment fee: ₹1,20,000. Click to talk to our career counsellor and claim scholarship: tinyurl.com/amazon-wfh-job.",Classification: Fake. Red Flags: Expensive commercial course disguised as job application update; Exaggerated salary promises.
"You are a Fake Job Detection AI trained on Indian job postings from platforms like LinkedIn, Naukri, Internshala, Indeed, and direct applications.",Job Posting: Need SMS Dispatcher immediately. Earn 15 LPA working just 2 hours a day from mobile. Instant offer letter upon registration on https://link.internshala.com/v1/emailclick?q=eOFsDgg3oMLFoSxC3h.,"Classification: Fake. Red Flags: Unrealistically high salary; No interview required / guaranteed job offer; Suspicious, non-official registration link."
"You are a Fake Job Detection AI trained on Indian job postings from platforms like LinkedIn, Naukri, Internshala, Indeed, and direct applications.","Selected for 1-Month Data Science Internship at CodeCraft Edutech! There is NO training fee. However, candidates must pay a nominal access & verification fee of ₹299 for LMS server access and digital certificate issuance. Pay via UPI to activate your dashboard at tcs-careers-portal.in/register.",Classification: Fake. Red Flags: Asks for platform access fee; Hidden onboarding charges; Suspicious registration link.
"You are a Fake Job Detection AI trained on Indian job postings from platforms like LinkedIn, Naukri, Internshala, Indeed, and direct applications.","Job Posting: Direct recruitment under Digital India project for Gramin Data Operator in Surat. Salary 32,000/month. Pay ₹750 for online application form at https://skillinfytech.com/#apply-now.","Classification: Fake. Red Flags: Asks for registration fee, security deposit, or any payment; Suspicious, non-official registration link; False government affiliation."
"You are a Fake Job Detection AI trained on Indian job postings from platforms like LinkedIn, Naukri, Internshala, Indeed, and direct applications.","Job Posting: Hiring Backend Engineer (Go) @ BlueDot Logistics India. Location: Indore. Tech stack: Kubernetes, Kafka. Package: 14-24 LPA. Interested candidates can submit resumes to careers@bluedotlogistics.in.",Classification: Real. Red Flags: None. The posting follows professional standards with an official domain-based portal link.
"You are a Fake Job Detection AI trained on Indian job postings from platforms like LinkedIn, Naukri, Internshala, Indeed, and direct applications.","Subject: MAANG Bootcamp @ Lowest Price. Final Call: Extra 40% OFF Coupon CAREER40. Hi Candidate, this is your last chance to grab the DSA + System Design + AI Bootcamp at the lowest price it will ever be. FINAL HOURS: Biggest Discount We've Ever Offered. Use Code: CAREER40. Offer Ends @ 11:59 PM. Secure Your Seat Now at https://link.internshala.com/v1/emailclick?q=eOFsDgg3oMLFoSxC3h. 120+ Hours Live Sessions, FAANG Mock Interviews, Job Assistance & Profile Optimization. Once this window closes, the price goes back up.",Classification: Fake. Red Flags: Aggressive marketing spam disguised as career opportunity; Fake urgency / countdown timer pressure; Exaggerated job placement guarantees.
"You are a Fake Job Detection AI trained on Indian job postings from platforms like LinkedIn, Naukri, Internshala, Indeed, and direct applications.",Entry level IT support at Dell. Work from office. Send your resume to recruiters at private-hiring@mail.com.,Classification: Fake. Red Flags: Suspicious email address for a large corporation.
"You are a Fake Job Detection AI trained on Indian job postings from platforms like LinkedIn, Naukri, Internshala, Indeed, and direct applications.",Job Posting: Part-time online job for students and housewives. Earn 5000 daily payout by just liking YouTube videos and subscribing. No experience needed. Join Telegram channel wa.me/918765432109?text=StartWork to start now.,Classification: Fake. Red Flags: Unrealistically high daily wage; Suspicious hiring channel (Telegram); Unrealistically high promise for low skill requirement.
"You are a Fake Job Detection AI trained on Indian job postings from platforms like LinkedIn, Naukri, Internshala, Indeed, and direct applications.","Job Posting: Walk-in drive for Senior Frontend Engineer at QuantumByte Solutions. Location: Building 9, Mindspace IT Park, Sector 16, Coimbatore. Experience: 4-7 yrs. Salary: 16-25 LPA. Date: Saturday 10 AM to 4 PM. Bring 2 copies of resume and ID proof.","Classification: Real. Red Flags: None. The organization is a typical corporate structure, and the communication follows standard hiring patterns."
"You are a Fake Job Detection AI trained on Indian job postings from platforms like LinkedIn, Naukri, Internshala, Indeed, and direct applications.",Final Hours: 60% OFF Full Stack Job Guarantee Bootcamp! Use coupon CODE: SUPER50 before 11:59 PM tonight. Guaranteed interview calls at top product companies. Secure your seat at https://skillinfytech.com/#apply-now before price increases.,Classification: Fake. Red Flags: Commercial course marketing spam; Unrealistic job placement claims; High pressure sales urgency.
"You are a Fake Job Detection AI trained on Indian job postings from platforms like LinkedIn, Naukri, Internshala, Indeed, and direct applications.",Job Posting: Part-time online job for students and housewives. Earn 5000 daily payout by just rating 5-star reviews for hotels on Google Maps. No experience needed. Join Telegram channel reliance-jio-hiring.in/apply to start now.,Classification: Fake. Red Flags: Unrealistically high daily wage; Suspicious hiring channel (Telegram); Unrealistically high promise for low skill requirement.
"You are a Fake Job Detection AI trained on Indian job postings from platforms like LinkedIn, Naukri, Internshala, Indeed, and direct applications.","Subject: Update: You've a new update on Full Stack Development classroom program. Hello Candidate, Give your Full Stack skills the hands-on experience they need. With classroom training program, get placement application support & 3-year access to the career portal. Earn certificates from top corporate partners. Course fee: Starting from ₹91,000 + taxes. Merit-based scholarship available for eligible students. Ready to kick-start your journey? Talk to a counsellor at t.me/Official_HR_Recruitment.",Classification: Fake. Red Flags: Expensive paid course upselling disguised as career notification; Deceptive marketing funnel; Aggressive tele-counsellor lead capture.
"You are a Fake Job Detection AI trained on Indian job postings from platforms like LinkedIn, Naukri, Internshala, Indeed, and direct applications.",Job Posting: Financial Analyst opening at RazorEdge Labs India (Gurugram). Candidate must have 2-4 yrs experience. Offered salary: 6-11 LPA. Register your application at https://boards.greenhouse.io/razoredge.,"Classification: Real. Red Flags: None. The posting is standard, specifies the location, role, and salary, and guides users to an official application route."
"You are a Fake Job Detection AI trained on Indian job postings from platforms like LinkedIn, Naukri, Internshala, Indeed, and direct applications.",Internship Offer: 4-Weeks Virtual Web Development Internship at NextGen Infotech Pvt Ltd. Zero tuition fee. Mandatory Digital ID card generation charge: ₹249 only. Certified under MSME & AICTE norms. Complete tasks to get Offer Letter & Letter of Recommendation. Pay ₹249 at wa.me/918765432109?text=StartWork to generate ID badge.,Classification: Fake. Red Flags: Asks for ID card / platform access fee; Deceptive unpaid virtual internship; False regulatory accreditation.
"You are a Fake Job Detection AI trained on Indian job postings from platforms like LinkedIn, Naukri, Internshala, Indeed, and direct applications.","Job Posting: Career opportunity at ICICI Bank. Role: Software Associate, Location: Lucknow. Package: 7.5 LPA. Email CV to accenture.india.hiring@gmail.com. Pay ₹800 for online test link.","Classification: Fake. Red Flags: Unknown organization email; Asks for registration fee, security deposit, or any payment; Brand impersonation."
"You are a Fake Job Detection AI trained on Indian job postings from platforms like LinkedIn, Naukri, Internshala, Indeed, and direct applications.","Job Posting: Need Email Processing Assistant immediately. Earn 75,000 per month working just 2 hours a day from mobile. Instant offer letter upon registration on reliance-jio-hiring.in/apply.","Classification: Fake. Red Flags: Unrealistically high salary; No interview required / guaranteed job offer; Suspicious, non-official registration link."
"You are a Fake Job Detection AI trained on Indian job postings from platforms like LinkedIn, Naukri, Internshala, Indeed, and direct applications.","Selected for 8-Weeks Data Science Internship at NextGen Infotech Pvt Ltd! There is NO training fee. However, candidates must pay a nominal access & verification fee of ₹199 for LMS server access and digital certificate issuance. Pay via UPI to activate your dashboard at https://skillinfytech.com/#apply-now.",Classification: Fake. Red Flags: Asks for platform access fee; Hidden onboarding charges; Suspicious registration link.
"You are a Fake Job Detection AI trained on Indian job postings from platforms like LinkedIn, Naukri, Internshala, Indeed, and direct applications.",Final Hours: 60% OFF Full Stack Job Guarantee Bootcamp! Use coupon CODE: DISCOUNT60 before 11:59 PM tonight. Guaranteed interview calls at top product companies. Secure your seat at wa.me/918765432109?text=StartWork before price increases.,Classification: Fake. Red Flags: Commercial course marketing spam; Unrealistic job placement claims; High pressure sales urgency.
"You are a Fake Job Detection AI trained on Indian job postings from platforms like LinkedIn, Naukri, Internshala, Indeed, and direct applications.",Job Posting: Work as Online Earning Mentor. Fee is 5000 to become a senior mentor. Unlimited salary potential. Don't miss this opportunity.,Classification: Fake. Red Flags: Asks for registration fee; Pyramid-scheme style vague promises; Exploitative entry model.
"You are a Fake Job Detection AI trained on Indian job postings from platforms like LinkedIn, Naukri, Internshala, Indeed, and direct applications.","Job Posting: Direct Walk-in Interview for Content Strategist / Copywriter at Vortex Media Labs, Indore. Office Address: Building 5, Mindspace IT Park, Sector 31, Indore. Timing: 10:00 AM onwards. Standard HR and managerial evaluation rounds.",Classification: Real. Red Flags: None. Formal application process described.
"You are a Fake Job Detection AI trained on Indian job postings from platforms like LinkedIn, Naukri, Internshala, Indeed, and direct applications.",Job Posting: Urgent opening for Software Associate at Myntra in Ahmedabad. CTC: 60k per month. Send your resume to no-reply@propeers.in. Offer letter released within 24 hours without interview.,Classification: Fake. Red Flags: Unknown organization email; Suspicious organization domain; No interview required / guaranteed job offer.
"You are a Fake Job Detection AI trained on Indian job postings from platforms like LinkedIn, Naukri, Internshala, Indeed, and direct applications.","Job Posting: Digital Marketing Intern at QuantumByte Solutions (Indore / Remote). Requirements: SEO research, Canva, social media scheduling, campaign tracking. Duration: 3 months. Stipend: INR 8,000 - 15,000 /month. Apply on Internshala or via https://careers.quantumbyte.co.","Classification: Real. Red Flags: None. The post is professional, specifies stipend/salary range, and uses legitimate procedures."
